,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
EX_3hpp_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_3hpppn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4abut_e,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
EX_4hoxpacd_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_5dglcn_e,-0.0,0.6440697127274138,0.0,0.0,0.0,0.0,0.0
EX_5mtr_e,0.00121392,0.00195576,0.00263016,0.00330456,0.0033207456,0.00343944,0.0043836000000000005
EX_LalaDglu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaDgluMdap_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaDgluMdapDala_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaLglu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ac_e,0.00290194278475267,-13.782557055000032,10.204112964912257,0.16374412904762106,0.0,3.4092506800000004,2.23948969189186
EX_acac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acald_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acgal_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_acgal1p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acgam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acgam1p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acmana_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acmum_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acnam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acolipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_acser_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ade_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_adn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_adocbl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ag_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_agm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_akg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala_B_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alaala_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_all_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alltn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_amp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_anhgm_e,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EX_arab_L_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
EX_arbt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arbtn_e,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_arbtn_fe3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arg_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ascb_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asn_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_aso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asp_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_but_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_butso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ca2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cbi_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cbl1_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cd2_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cgly_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_chol_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_chtbs_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cit_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cm_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e,5.1586390444306796,15.70571059999992,23.569158404912343,9.124382059999995,12.42297664248021,19.974761774999976,17.251254500000012
EX_cobalt2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_colipa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_colipap_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpgn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpgn_un_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_crn_e,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
EX_crn_D_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_csn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
EX_cu2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cyan_e,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
EX_cynt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cys_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cys_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cytd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dad_2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_damp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dca_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dcmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dcyt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ddca_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dgmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dgsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dha_e,0.004833630000000373,0.0,0.0,0.0,0.0,0.0,0.0
EX_dimp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_din_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dms_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dmso_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dopa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_doxrbcn_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_dtmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_duri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_eca4colipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_enlipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_enter_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_etha_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ethso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_etoh_e,0.0,0.0,2.809409785087697,1.999999324486801e-08,4.4353979544000905,0.0,4.941503258108134
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EX_fald_e,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_fe2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3_e,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3dcit_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3dhbzs_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3hox_e,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3hox_un_e,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_fecrm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fecrm_un_e,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_feenter_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_feoxam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_feoxam_un_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_for_e,0.0,0.0,11.924179875087654,1.7453021990476265,9.228208909119843,10.296070345000066,-0.0
EX_fru_e,-0.0,-0.0,-0.0,-0.0,-8.444651,-0.0,-0.0
EX_frulys_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fruur_e,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
EX_fuc_L_e,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fum_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_fusa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_g1p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3pc_e,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
EX_g3pe_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3pg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3pi_e,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
EX_g3ps_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g6p_e,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EX_gal_e,-2.01728956,0.0,0.0,0.0,0.0,0.0,0.0
EX_gal_bD_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_gal1p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galct_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galctn_D_e,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_galctn_L_e,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_galt_e,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_galur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gam_e,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EX_gam6p_e,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EX_gbbtn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gdp_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_glc_e,0.0,0.0,0.0,0.0,0.0,0.0,-9.807727949999999
EX_glcn_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_glcr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glcur_e,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
EX_glcur1p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gln_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gly_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyald_e,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc_e,0.00115452,-0.0,-0.0,-5.087557140000001,0.0031582536,-6.99999995754444e-08,0.0041691
EX_glyc_R_e,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc2p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc3p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyclt_e,-4.0000000075087394e-08,-1.9999999881920028e-08,-0.0,-8.000001325281225e-08,-0.0,0.0004549200000000253,0.0005798000000000469
EX_gmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gthox_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gthrd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gtp_e,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
EX_gua_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,1.599977122783799,0.0,-0.0,6.329438279047673,13.597096574719666,0.0,8.291379641891812
EX_h2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,9.799214789430525,23.827046092727695,3.6505225398246535,26.84775989000003,20.682130073679883,18.637826614999913,29.174508941891823
EX_h2o2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hacolipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_halipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_hdca_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hdcea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hg2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_his_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hom_L_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_hxa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hxan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_idon_L_e,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_ile_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_imp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_indole_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_inost_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_ins_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_isetac_e,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
EX_k_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_kdo2lipid4_e,4.99999998695988e-09,-1.999999992875756e-08,-0.0,-3.0000000183702524e-08,-4.2800000120413184e-08,3.000000011230781e-08,-0.0
EX_lac_D_e,-0.0,-0.0,1.226,0.0727985509523843,-0.0,-0.0,0.06984845000001094
EX_lac_L_e,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
EX_lcts_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_lipa_cold_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_lipoate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lyx_L_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
EX_mal_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mal_L_e,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
EX_malt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malthx_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_maltpt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malttr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_maltttr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_man_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_man6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_manglyc_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_melib_e,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_meoh_e,3.6e-07,5.8e-07,7.799999999999999e-07,9.8e-07,9.847999999999999e-07,1.02e-06,1.3e-06
EX_met_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_metsox_R_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_metsox_S_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mg2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mincyc_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_minohp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mmet_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mn2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mnl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mobd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_n2o_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_na1_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ni2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_no_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_no2_e,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
EX_no3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_novbcn_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_o16a4colipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_o2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_o2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ocdca_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ocdcea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_octa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_orn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_orot_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pacald_e,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
EX_peamn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_phe_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pheme_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_pi_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pnto_R_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppal_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pppn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pro_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_progly_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_psclys_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ptrc_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydxn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,-0.0,-0.0,-27.5122,-0.0,-0.0,-0.0,-0.0
EX_quin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_r5p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rfamp_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_rib_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sel_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_ser_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_skm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_slnt_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_so2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so3_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_so4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,-0.0,-0.0,0.34734032000000514,-0.0,-4.960003385789946e-08,-14.486610020000006,0.10712284999999233
EX_sucr_e,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
EX_sulfac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tartr_D_e,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
EX_tartr_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
EX_tcynt_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_thm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thrp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tma_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmao_e,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tsul_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_ttdca_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ttdcea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ttrcyc_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_tungs_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_tym_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_tyr_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyrp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uacgam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udpacgal_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udpg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udpgal_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udpglcur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl_D_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
EX_xylu_L_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
EX_zn2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR120tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR140tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR141tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR160tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR161tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR180tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12DGR181tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12PPDRtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12PPDRtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12PPDStex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12PPDStpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14GLUCANabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14GLUCANtexi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
